memberId,Location,Gender,Age,Height,Size,Clothing Style,Number of Items Purchased,Variety and Selection of Sizes,Satisfaction,Likelihood to Recommend,Overall Experience
5a39cb90-791a-486e-8e5b-ac4601225029,Pacific Style Spot,female,35 to 44,5-foot-8 to 5-foot-11,M,casual wear,3,1,3,8,
3169ff16-f393-4429-8edc-ac4601225029,Pacific Style Spot,other,65+,5-foot-8 to 5-foot-11,M,sports wear,3,3,6,1,
67f4cfe6-eadc-4e55-8f2e-ac4601225029,Golden State Boutique,male,55 to 64,Less than 5 feet,M,street wear,7,10,6,9,
74639247-a461-48e6-8f70-ac4601225029,Online,female,55 to 64,6-foot-4 +,XL,oversized,3,7,1,9,
78005639-bba8-47e1-8fb3-ac4601225029,Big Apple Boutique,female,55 to 64,5-foot-4 to 5-foot-7,M,casual wear,6,5,2,9,
22b5d553-3217-4fa0-8ffb-ac4601225029,Big Apple Boutique,transgender,35 to 44,6-foot to 6-foot-3,L,casual wear,4,2,2,5,
31108609-cf93-4e82-9027-ac4601225029,Golden State Boutique,other,25 to 34,5-foot-4 to 5-foot-7,XS,oversized,8,3,5,5,
3c3adac8-e5c6-4cc8-903f-ac4601225029,Online,other,18 to 24,Less than 5 feet,XS,sports wear,2,5,6,5,
e39ec377-2d39-4e17-9044-ac4601225029,Online,male,65+,Less than 5 feet,S,street wear,9,6,4,4,
1f4ccd50-ff08-4dd0-9048-ac4601225029,Golden State Boutique,transgender,55 to 64,6-foot-4 +,XS,casual wear,5,1,9,0,
0cfdd443-60ff-493b-9049-ac4601225029,Golden State Boutique,female,45 to 54,5-foot-4 to 5-foot-7,L,oversized,7,6,7,2,
7d47fdeb-5339-4e57-9083-ac4601225029,Golden State Boutique,other,65+,5 feet to 5-foot-3,S,casual wear,8,10,4,1,
566e7074-a4f3-445f-90ad-ac4601225029,Atlantic Avenue Apparel,male,18 to 24,5-foot-4 to 5-foot-7,L,sports wear,2,9,1,2,
def3d8b7-e145-4d8b-913c-ac4601225029,Online,female,18 to 24,5-foot-8 to 5-foot-11,XS,casual wear,4,0,1,8,
23793ce4-199f-4b55-9160-ac4601225029,Pacific Style Spot,male,25 to 34,6-foot to 6-foot-3,M,sports wear,8,2,8,9,
dc28d627-148e-4ba7-9186-ac4601225029,Pacific Style Spot,transgender,18 to 24,6-foot-4 +,M,casual wear,3,10,5,3,
9c0e1531-4fbb-45d8-918b-ac4601225029,Atlantic Avenue Apparel,transgender,18 to 24,5-foot-8 to 5-foot-11,XL,street wear,6,7,6,10,
dbf0ba30-0617-4ad1-91ba-ac4601225029,Pacific Style Spot,transgender,25 to 34,5 feet to 5-foot-3,S,oversized,10,5,3,1,
fb0f838c-01ea-4dac-91f8-ac4601225029,Big Apple Boutique,transgender,55 to 64,6-foot-4 +,S,street wear,4,0,7,10,
8a865a2f-f045-4be9-926e-ac4601225029,Big Apple Boutique,transgender,55 to 64,5-foot-8 to 5-foot-11,L,sports wear,6,1,0,10,
f4db1ae1-c116-462d-9360-ac4601225029,Online,other,25 to 34,5-foot-8 to 5-foot-11,M,preppy,1,10,2,8,
5399e8fe-108e-4f41-93c4-ac4601225029,Pacific Style Spot,transgender,25 to 34,Less than 5 feet,M,casual wear,6,2,10,9,
954d0f42-480c-41bb-9407-ac4601225029,Atlantic Avenue Apparel,other,18 to 24,6-foot-4 +,S,oversized,6,10,0,4,
ca7d24b2-b58a-4c70-9527-ac4601225029,Pacific Style Spot,other,35 to 44,6-foot to 6-foot-3,XL,street wear,9,5,3,0,
7373c84b-480d-41f6-961a-ac4601225029,Atlantic Avenue Apparel,other,18 to 24,Less than 5 feet,M,sports wear,10,5,9,1,
4341a37e-8813-4f21-9630-ac4601225029,Online,female,65+,5-foot-8 to 5-foot-11,XS,preppy,6,10,4,5,
333a6ff8-d0fb-43da-9747-ac4601225029,Golden State Boutique,transgender,55 to 64,6-foot to 6-foot-3,XL,oversized,9,9,8,5,
bf7b5b68-efc5-46ce-979e-ac4601225029,Big Apple Boutique,male,45 to 54,5-foot-8 to 5-foot-11,S,casual wear,5,9,6,1,
46bc4083-4ff4-4478-97b6-ac4601225029,Golden State Boutique,transgender,65+,6-foot-4 +,L,sports wear,1,10,8,4,
96130ce4-d037-4f46-97f6-ac4601225029,Online,female,55 to 64,Less than 5 feet,L,sports wear,5,10,5,9,
4e8e8718-b56e-4c0e-9819-ac4601225029,Golden State Boutique,male,18 to 24,6-foot to 6-foot-3,XS,preppy,6,9,9,7,
19bd2227-1b57-4452-984c-ac4601225029,Golden State Boutique,transgender,18 to 24,5-foot-8 to 5-foot-11,XL,preppy,5,0,0,9,
539f9edf-7dd6-49af-9897-ac4601225029,Pacific Style Spot,female,55 to 64,Less than 5 feet,L,preppy,1,4,10,4,
cb7542c4-d739-44b7-98e2-ac4601225029,Atlantic Avenue Apparel,male,55 to 64,5-foot-4 to 5-foot-7,XL,casual wear,1,5,9,5,
0bcfb489-6c17-4939-994b-ac4601225029,Big Apple Boutique,transgender,65+,5 feet to 5-foot-3,L,casual wear,7,9,6,10,
578ef3b5-f22b-481f-9959-ac4601225029,Online,female,35 to 44,6-foot to 6-foot-3,XL,sports wear,10,2,2,1,
c71e6bae-fcac-4774-996b-ac4601225029,Atlantic Avenue Apparel,female,55 to 64,Less than 5 feet,S,street wear,4,2,9,0,
7a0d727e-ad9d-4624-9a4a-ac4601225029,Online,female,18 to 24,Less than 5 feet,XL,preppy,3,9,2,2,
42bfce28-ca44-4f6f-9a6a-ac4601225029,Big Apple Boutique,male,55 to 64,Less than 5 feet,S,casual wear,4,4,9,1,
9ab6d358-678f-48d6-9b6c-ac4601225029,Big Apple Boutique,other,55 to 64,Less than 5 feet,L,oversized,10,8,3,5,
b0658b39-b4ec-4fcd-9b7d-ac4601225029,Online,transgender,25 to 34,5-foot-8 to 5-foot-11,XS,casual wear,8,1,6,0,
ebd85288-5905-4532-9d57-ac4601225029,Golden State Boutique,transgender,55 to 64,Less than 5 feet,S,sports wear,1,8,1,3,
67d608b5-1643-4eeb-9d94-ac4601225029,Online,male,55 to 64,6-foot-4 +,M,preppy,8,9,10,3,
69d2d52e-cc06-4c28-9ddd-ac4601225029,Atlantic Avenue Apparel,female,45 to 54,6-foot-4 +,L,sports wear,6,3,9,7,
c8e6e9bc-ad9e-48d7-9ec7-ac4601225029,Golden State Boutique,other,55 to 64,6-foot to 6-foot-3,M,oversized,6,6,8,0,
9800bb9a-a8fb-49db-9ee4-ac4601225029,Big Apple Boutique,female,35 to 44,5-foot-8 to 5-foot-11,XL,oversized,4,0,5,8,
40a76988-7e39-4bc3-9f42-ac4601225029,Online,other,45 to 54,Less than 5 feet,XS,preppy,3,0,4,7,
e81db646-8e06-4fb8-9fa8-ac4601225029,Big Apple Boutique,other,18 to 24,5 feet to 5-foot-3,XS,preppy,6,4,9,3,
52c3fe46-007d-4ffa-9fdd-ac4601225029,Atlantic Avenue Apparel,male,65+,5-foot-4 to 5-foot-7,M,casual wear,3,1,1,0,
b860467c-131e-4d09-a081-ac4601225029,Pacific Style Spot,male,25 to 34,6-foot-4 +,M,preppy,4,5,4,3,
779f5e4d-9dd3-44a5-a106-ac4601225029,Golden State Boutique,other,65+,5-foot-8 to 5-foot-11,XL,casual wear,3,10,10,6,
09e8aafb-736a-4018-a14c-ac4601225029,Atlantic Avenue Apparel,female,45 to 54,5-foot-4 to 5-foot-7,L,oversized,5,8,8,8,
d2980ad5-859c-4fb4-a277-ac4601225029,Online,female,65+,6-foot to 6-foot-3,L,street wear,6,1,2,8,
7217963a-61aa-4267-a27f-ac4601225029,Big Apple Boutique,transgender,35 to 44,5-foot-8 to 5-foot-11,XS,street wear,3,5,1,0,
3256de50-8bc9-493b-a2d0-ac4601225029,Pacific Style Spot,male,45 to 54,5-foot-8 to 5-foot-11,M,casual wear,8,6,8,5,
1036b0c3-5239-4c47-a2d5-ac4601225029,Pacific Style Spot,other,55 to 64,5-foot-4 to 5-foot-7,S,sports wear,7,10,0,2,
38438ed2-edbd-4dbc-a36b-ac4601225029,Atlantic Avenue Apparel,female,45 to 54,5-foot-8 to 5-foot-11,XL,oversized,10,7,6,4,
352a375c-5c8c-4add-a3d0-ac4601225029,Big Apple Boutique,male,35 to 44,6-foot to 6-foot-3,XL,oversized,10,5,6,2,
f623207b-abc5-46bc-a43d-ac4601225029,Atlantic Avenue Apparel,transgender,18 to 24,6-foot to 6-foot-3,L,casual wear,3,8,10,6,
1d28d158-b135-480d-a454-ac4601225029,Golden State Boutique,transgender,65+,6-foot-4 +,XS,oversized,1,0,10,0,
5b1fe73f-29c8-46d3-a4ca-ac4601225029,Big Apple Boutique,male,55 to 64,5-foot-4 to 5-foot-7,S,street wear,8,0,0,5,
e18bf8a9-c68e-4b51-a4e6-ac4601225029,Golden State Boutique,transgender,25 to 34,5-foot-4 to 5-foot-7,XL,oversized,4,9,1,8,
f9a48d94-a37a-46ef-a525-ac4601225029,Online,other,35 to 44,6-foot to 6-foot-3,L,preppy,10,4,10,5,
e0372642-424b-478d-a535-ac4601225029,Golden State Boutique,other,65+,5-foot-4 to 5-foot-7,M,casual wear,7,3,8,4,
d7b2fa9e-f483-4676-a540-ac4601225029,Golden State Boutique,male,35 to 44,Less than 5 feet,L,sports wear,4,3,6,0,
5a8ac817-3885-4afe-a616-ac4601225029,Big Apple Boutique,male,18 to 24,5 feet to 5-foot-3,XS,sports wear,1,2,6,6,
26fdcae2-4cc3-4a2f-a741-ac4601225029,Pacific Style Spot,other,25 to 34,5 feet to 5-foot-3,XS,sports wear,2,5,8,4,
45ba0d24-868b-42de-a784-ac4601225029,Pacific Style Spot,other,18 to 24,6-foot-4 +,L,sports wear,1,9,2,9,
caa4f86b-ff93-431f-a78f-ac4601225029,Golden State Boutique,other,65+,5-foot-4 to 5-foot-7,XL,street wear,6,0,4,1,
01d579de-7b0f-410f-a7a6-ac4601225029,Online,female,65+,5-foot-4 to 5-foot-7,XS,oversized,9,5,5,4,
65a5d97f-d96c-4a77-a813-ac4601225029,Golden State Boutique,other,25 to 34,6-foot to 6-foot-3,L,preppy,7,2,0,1,
8de2eef2-ee7d-4b8e-a8e9-ac4601225029,Golden State Boutique,male,35 to 44,5 feet to 5-foot-3,L,sports wear,10,0,3,7,
e34c9eaa-5cc7-4a7a-a906-ac4601225029,Big Apple Boutique,other,55 to 64,6-foot-4 +,XS,street wear,8,6,6,7,
5ffb85dc-cc58-4dee-a939-ac4601225029,Pacific Style Spot,female,45 to 54,6-foot to 6-foot-3,XS,preppy,6,2,10,8,
8b24bb70-a7c9-4fc9-a951-ac4601225029,Big Apple Boutique,male,55 to 64,5-foot-4 to 5-foot-7,XS,oversized,5,10,6,2,
c99cc3e4-d9af-42d1-aaed-ac4601225029,Golden State Boutique,other,65+,5-foot-8 to 5-foot-11,M,preppy,8,2,0,5,
be8e895d-2eb2-4f3c-ab89-ac4601225029,Big Apple Boutique,female,18 to 24,6-foot to 6-foot-3,L,preppy,4,6,2,10,
f8fe53c5-fd4d-467f-ab99-ac4601225029,Atlantic Avenue Apparel,male,25 to 34,5 feet to 5-foot-3,M,street wear,2,8,10,0,
a009237d-fcb3-4f3d-ac7c-ac4601225029,Online,female,25 to 34,Less than 5 feet,S,sports wear,9,7,4,10,
7caf97ee-16c1-4c2a-acc0-ac4601225029,Atlantic Avenue Apparel,male,45 to 54,6-foot to 6-foot-3,XL,preppy,1,7,3,0,
70e1472c-8a1f-42a4-ad95-ac4601225029,Online,transgender,25 to 34,5 feet to 5-foot-3,XL,sports wear,6,3,4,6,
8dd38b32-0257-4288-ae58-ac4601225029,Atlantic Avenue Apparel,transgender,45 to 54,5-foot-4 to 5-foot-7,XS,casual wear,4,1,9,4,
b664b204-8c7f-4da9-ae92-ac4601225029,Big Apple Boutique,female,25 to 34,6-foot to 6-foot-3,XS,casual wear,6,6,9,8,
1510b76a-bbd4-4eb5-ae9c-ac4601225029,Online,male,25 to 34,5-foot-4 to 5-foot-7,M,street wear,10,5,6,2,
115e564a-910d-4a99-aeb9-ac4601225029,Big Apple Boutique,female,55 to 64,5-foot-8 to 5-foot-11,S,street wear,6,4,1,9,
c9a338be-f4b7-4a7d-aee0-ac4601225029,Big Apple Boutique,transgender,45 to 54,6-foot-4 +,M,sports wear,1,5,8,5,
a7c6ef0b-d734-4220-af8e-ac4601225029,Big Apple Boutique,male,25 to 34,6-foot-4 +,XL,oversized,10,6,8,3,
537c198d-b418-410d-afc1-ac4601225029,Big Apple Boutique,transgender,65+,5 feet to 5-foot-3,XS,preppy,3,2,2,1,
4fbf24cb-10e6-492a-b000-ac4601225029,Big Apple Boutique,transgender,65+,5 feet to 5-foot-3,XS,sports wear,1,5,2,8,
b375a7e1-91fd-4810-b015-ac4601225029,Golden State Boutique,female,18 to 24,5-foot-4 to 5-foot-7,M,preppy,5,7,10,9,
7ba6d82b-c127-4b2a-b0a1-ac4601225029,Big Apple Boutique,other,35 to 44,5-foot-4 to 5-foot-7,XS,oversized,9,4,9,8,
c5bc77d4-6d60-4fc1-b103-ac4601225029,Online,male,25 to 34,5-foot-8 to 5-foot-11,S,casual wear,4,4,9,3,
d91c5095-c078-4143-b139-ac4601225029,Big Apple Boutique,male,65+,5-foot-8 to 5-foot-11,XL,preppy,2,9,8,4,
08680b5b-16b4-4259-b14b-ac4601225029,Pacific Style Spot,female,18 to 24,6-foot-4 +,S,casual wear,9,6,5,7,
7f5af400-0b90-4964-b15c-ac4601225029,Big Apple Boutique,other,35 to 44,Less than 5 feet,XS,oversized,1,7,4,7,
7cf3c51a-1ea6-4a63-b1c1-ac4601225029,Atlantic Avenue Apparel,other,55 to 64,6-foot to 6-foot-3,L,casual wear,6,6,3,8,
3dd91061-6a34-4d5e-b2f2-ac4601225029,Big Apple Boutique,male,25 to 34,6-foot to 6-foot-3,L,sports wear,5,7,9,2,
a3b5e641-64b1-4790-b2fb-ac4601225029,Online,transgender,45 to 54,5 feet to 5-foot-3,S,street wear,2,10,5,9,
b1987388-1ac2-4b00-b4f5-ac4601225029,Atlantic Avenue Apparel,female,65+,5-foot-8 to 5-foot-11,XS,casual wear,10,0,8,5,
b0987622-f2d8-47ef-b530-ac4601225029,Big Apple Boutique,transgender,18 to 24,5 feet to 5-foot-3,XS,casual wear,9,2,0,3,
6d9878e9-3b4e-404a-b54d-ac4601225029,Online,other,25 to 34,5 feet to 5-foot-3,L,street wear,5,7,8,8,
b62fd71a-e023-4986-b5c4-ac4601225029,Pacific Style Spot,other,65+,6-foot to 6-foot-3,S,sports wear,3,1,10,1,
6d6de197-0d52-4806-b692-ac4601225029,Atlantic Avenue Apparel,transgender,55 to 64,6-foot to 6-foot-3,XS,casual wear,4,3,3,3,
4dc739b8-965a-42d4-b6e3-ac4601225029,Atlantic Avenue Apparel,other,45 to 54,5 feet to 5-foot-3,XS,street wear,3,4,7,6,
63ec27d7-d041-4902-b7d3-ac4601225029,Atlantic Avenue Apparel,other,18 to 24,Less than 5 feet,XL,street wear,9,3,3,0,
9122eead-3689-47d9-b7e3-ac4601225029,Pacific Style Spot,other,55 to 64,Less than 5 feet,M,preppy,1,0,8,8,
766d96ba-bdb3-4881-b828-ac4601225029,Big Apple Boutique,male,18 to 24,6-foot-4 +,L,sports wear,5,6,2,3,
0894eb6d-de02-46b6-b849-ac4601225029,Online,male,25 to 34,5-foot-8 to 5-foot-11,L,oversized,10,2,7,4,
533bd7a8-ae15-439c-b892-ac4601225029,Pacific Style Spot,male,65+,Less than 5 feet,XS,preppy,3,5,5,4,
20fb9da3-0b93-42e5-b8cf-ac4601225029,Online,other,55 to 64,6-foot-4 +,L,sports wear,4,10,8,1,
d9f6b7d5-4add-4679-b972-ac4601225029,Online,female,55 to 64,6-foot-4 +,XS,oversized,4,9,8,6,
14a622fd-6947-4edc-b9ef-ac4601225029,Golden State Boutique,other,65+,6-foot to 6-foot-3,L,casual wear,5,5,7,4,
82cd8c40-ceea-4148-ba31-ac4601225029,Big Apple Boutique,male,35 to 44,Less than 5 feet,S,oversized,4,9,0,3,
bf84d5de-158c-4044-bad0-ac4601225029,Big Apple Boutique,transgender,35 to 44,Less than 5 feet,M,preppy,6,3,4,3,
01f23bab-f4ae-48d4-bbce-ac4601225029,Pacific Style Spot,transgender,25 to 34,5-foot-8 to 5-foot-11,L,sports wear,4,10,2,3,
32a307a8-faee-40b1-bce6-ac4601225029,Online,other,35 to 44,Less than 5 feet,M,preppy,9,3,1,0,
c12b13c4-5c4e-4b12-bd26-ac4601225029,Pacific Style Spot,transgender,65+,6-foot to 6-foot-3,XS,sports wear,9,2,3,5,
d72de8bc-fd2b-4a69-bd66-ac4601225029,Big Apple Boutique,female,25 to 34,6-foot-4 +,L,oversized,3,6,0,2,
70c8e543-5375-4110-bd9c-ac4601225029,Online,transgender,45 to 54,6-foot-4 +,L,sports wear,5,9,1,0,
27499d83-a4ef-4e7d-bdfb-ac4601225029,Online,transgender,18 to 24,6-foot-4 +,L,street wear,1,9,10,9,
250ee80f-7ad7-4bd3-be07-ac4601225029,Pacific Style Spot,transgender,18 to 24,Less than 5 feet,S,oversized,8,3,7,10,
5d1f8607-de31-44dc-be53-ac4601225029,Online,male,65+,5-foot-4 to 5-foot-7,M,sports wear,2,4,9,1,
1cad210f-cf56-4e62-be55-ac4601225029,Pacific Style Spot,female,45 to 54,5-foot-8 to 5-foot-11,XS,oversized,10,2,3,0,
9d209c97-0b7c-42ec-bea1-ac4601225029,Pacific Style Spot,transgender,55 to 64,6-foot to 6-foot-3,XS,oversized,5,9,7,7,
f83d9c50-5364-4a6e-bed1-ac4601225029,Online,transgender,65+,Less than 5 feet,M,street wear,7,6,5,5,
f39883bb-8d0f-441e-befa-ac4601225029,Pacific Style Spot,male,35 to 44,6-foot to 6-foot-3,XS,oversized,8,6,1,0,
9098065b-bfa9-4ffa-bfca-ac4601225029,Big Apple Boutique,other,55 to 64,Less than 5 feet,XS,sports wear,2,0,2,2,
7fa8f6f3-6346-4695-82c7-ac460122502e,Online,male,18 to 24,6-foot-4 +,S,casual wear,10,1,2,3,
7897d29c-fb6b-4747-8564-ac460122502e,Online,transgender,35 to 44,Less than 5 feet,M,street wear,4,8,3,6,
2b8997fb-83e6-461a-8582-ac460122502e,Big Apple Boutique,female,45 to 54,Less than 5 feet,S,casual wear,8,7,2,0,
07d37c34-d3a4-44e5-858a-ac460122502e,Online,female,55 to 64,6-foot-4 +,XL,preppy,6,3,2,8,
f1c73906-2faf-4e6d-88f8-ac460122502e,Online,other,25 to 34,5-foot-8 to 5-foot-11,XS,casual wear,10,6,2,5,
8b7bf973-ce08-43af-894d-ac460122502e,Big Apple Boutique,female,65+,6-foot to 6-foot-3,XL,street wear,2,1,1,9,
d82719db-20b7-4b56-8991-ac460122502e,Golden State Boutique,male,18 to 24,5 feet to 5-foot-3,XS,sports wear,9,5,6,6,
271c7648-5317-40f1-8af5-ac460122502e,Pacific Style Spot,other,65+,6-foot-4 +,M,sports wear,3,6,6,6,
90bd3601-e995-4040-8b97-ac460122502e,Pacific Style Spot,other,18 to 24,Less than 5 feet,XS,sports wear,5,3,5,6,
52551cd7-dcb2-4c9b-8bf5-ac460122502e,Atlantic Avenue Apparel,male,65+,6-foot-4 +,S,street wear,1,2,4,5,
ffd9764c-9839-4278-8e96-ac460122502e,Online,female,65+,5-foot-8 to 5-foot-11,L,preppy,10,10,7,3,
9ac5dec4-d52d-47be-8ea3-ac460122502e,Big Apple Boutique,female,45 to 54,5 feet to 5-foot-3,L,casual wear,7,0,6,9,
a720af17-0c75-45f7-8eb2-ac460122502e,Online,female,55 to 64,5 feet to 5-foot-3,M,street wear,7,1,9,9,
f273ac34-f9a8-429c-8fee-ac460122502e,Golden State Boutique,other,65+,6-foot-4 +,S,oversized,4,0,4,7,
435ff3b0-c647-4f15-9170-ac460122502e,Golden State Boutique,other,45 to 54,5 feet to 5-foot-3,L,oversized,9,9,1,10,
b6ecdfeb-e655-4767-923a-ac460122502e,Online,male,45 to 54,5-foot-8 to 5-foot-11,XS,sports wear,8,6,2,5,
ff401e22-4ce1-4ca4-9585-ac460122502e,Atlantic Avenue Apparel,male,25 to 34,5-foot-8 to 5-foot-11,L,casual wear,7,7,7,7,
dd476ccd-19bd-49a5-95f3-ac460122502e,Atlantic Avenue Apparel,female,55 to 64,5-foot-4 to 5-foot-7,XL,casual wear,6,4,3,8,
460e7964-dab3-4b78-976f-ac460122502e,Golden State Boutique,other,18 to 24,6-foot-4 +,XL,oversized,10,6,9,7,
34a514a2-3db1-46bc-9822-ac460122502e,Pacific Style Spot,transgender,55 to 64,6-foot to 6-foot-3,M,oversized,6,3,4,3,
b0687a62-800f-4c33-9908-ac460122502e,Atlantic Avenue Apparel,male,18 to 24,5 feet to 5-foot-3,XL,casual wear,3,4,0,8,
758b4db2-68b0-48ef-9b9e-ac460122502e,Online,male,25 to 34,6-foot to 6-foot-3,XS,preppy,6,7,8,1,
1e3905c5-8a2b-4b7d-9bb1-ac460122502e,Atlantic Avenue Apparel,male,18 to 24,6-foot to 6-foot-3,S,street wear,3,10,5,8,
9e0260f2-5501-4233-9cdd-ac460122502e,Atlantic Avenue Apparel,other,55 to 64,6-foot to 6-foot-3,M,oversized,1,4,10,6,
493b66a5-e72b-468a-9d49-ac460122502e,Pacific Style Spot,other,18 to 24,6-foot to 6-foot-3,L,casual wear,3,3,0,2,
cdde7ea5-6d00-4a8b-9d66-ac460122502e,Big Apple Boutique,other,25 to 34,Less than 5 feet,M,oversized,7,6,1,9,
e43f0395-67b6-4db8-9dba-ac460122502e,Golden State Boutique,transgender,45 to 54,6-foot-4 +,L,preppy,10,7,4,4,
f7b22810-7f24-489d-9e74-ac460122502e,Golden State Boutique,female,35 to 44,6-foot to 6-foot-3,L,sports wear,2,2,6,2,
50538219-0f0e-4841-a0ae-ac460122502e,Golden State Boutique,female,65+,5 feet to 5-foot-3,XS,street wear,4,9,3,2,
3d68c2c0-05d3-4351-a2bb-ac460122502e,Atlantic Avenue Apparel,transgender,45 to 54,5 feet to 5-foot-3,XL,casual wear,4,0,7,2,
ce4886bc-f92c-4a6f-a3bd-ac460122502e,Pacific Style Spot,female,35 to 44,5-foot-4 to 5-foot-7,M,casual wear,6,8,8,10,
4ad6b0d0-0dce-4a66-a3be-ac460122502e,Golden State Boutique,male,35 to 44,5-foot-8 to 5-foot-11,XS,street wear,5,1,5,10,
ecc372bd-d930-4493-a574-ac460122502e,Atlantic Avenue Apparel,male,65+,5 feet to 5-foot-3,M,casual wear,8,8,3,1,
b7bb15b3-13e0-43b1-a673-ac460122502e,Online,female,65+,5-foot-8 to 5-foot-11,S,oversized,7,10,7,3,
6b1f4243-8b5e-4bf0-a803-ac460122502e,Pacific Style Spot,female,18 to 24,5-foot-8 to 5-foot-11,XS,preppy,10,9,2,9,
8aeee16c-fb33-4e62-a860-ac460122502e,Online,other,18 to 24,Less than 5 feet,S,sports wear,2,7,10,3,
bbe0fa52-584b-471f-a8d3-ac460122502e,Online,female,25 to 34,Less than 5 feet,S,preppy,5,10,4,3,
f7481a44-0803-4266-a91b-ac460122502e,Pacific Style Spot,male,55 to 64,5-foot-8 to 5-foot-11,S,oversized,1,3,1,4,
492e8e79-e76a-4853-a99d-ac460122502e,Pacific Style Spot,female,35 to 44,5-foot-8 to 5-foot-11,S,street wear,2,9,1,4,
78cb07b4-6e1b-488c-a9cb-ac460122502e,Atlantic Avenue Apparel,transgender,55 to 64,5 feet to 5-foot-3,M,preppy,5,4,7,2,
001e104c-9fd6-4fba-ab24-ac460122502e,Big Apple Boutique,other,25 to 34,6-foot to 6-foot-3,XL,preppy,3,10,8,8,
634b03ab-976b-46dc-ac72-ac460122502e,Pacific Style Spot,female,25 to 34,5-foot-4 to 5-foot-7,M,oversized,5,2,2,0,
0deff881-fbcc-4e00-ae4e-ac460122502e,Big Apple Boutique,male,65+,6-foot to 6-foot-3,XL,casual wear,1,0,10,2,
c2a4bf7e-5933-4920-af60-ac460122502e,Golden State Boutique,female,55 to 64,6-foot to 6-foot-3,XL,street wear,2,0,1,9,
bf63b467-8445-4d13-b3f1-ac460122502e,Atlantic Avenue Apparel,male,35 to 44,5-foot-8 to 5-foot-11,S,oversized,8,2,3,8,
bc757b1a-53c7-421b-b488-ac460122502e,Pacific Style Spot,female,35 to 44,5-foot-4 to 5-foot-7,M,street wear,4,3,7,10,
cd4c6171-0371-4017-b52e-ac460122502e,Big Apple Boutique,male,65+,6-foot to 6-foot-3,XS,sports wear,4,6,9,5,
1ca95536-76f2-4d6c-b5c8-ac460122502e,Pacific Style Spot,transgender,35 to 44,6-foot-4 +,L,street wear,5,10,6,7,
2d4b53cf-7ff0-4036-b664-ac460122502e,Pacific Style Spot,transgender,18 to 24,6-foot to 6-foot-3,XS,oversized,1,4,0,1,
95fe24a5-f4fd-43f9-b6c3-ac460122502e,Golden State Boutique,male,18 to 24,5-foot-8 to 5-foot-11,XL,sports wear,6,10,7,6,
2c3e44ae-72e5-4d05-b720-ac460122502e,Pacific Style Spot,other,18 to 24,5-foot-8 to 5-foot-11,XS,casual wear,6,2,9,4,
73bf1d8c-8be5-4138-b7f7-ac460122502e,Pacific Style Spot,female,18 to 24,Less than 5 feet,XS,oversized,7,7,1,0,
1e11d17d-94ba-4859-b83b-ac460122502e,Atlantic Avenue Apparel,female,18 to 24,6-foot-4 +,M,casual wear,5,7,8,8,
e4e6967d-5975-41a1-bafa-ac460122502e,Pacific Style Spot,transgender,55 to 64,6-foot-4 +,S,preppy,4,2,0,3,
d2cda1b4-79aa-4e54-bb62-ac460122502e,Online,transgender,65+,5 feet to 5-foot-3,M,sports wear,1,2,3,1,
4845d5e1-4f26-4f8c-bed1-ac460122502e,Pacific Style Spot,female,35 to 44,Less than 5 feet,XL,preppy,3,4,6,6,
ff4295e6-4060-45cc-bf93-ac460122502e,Online,other,35 to 44,5-foot-8 to 5-foot-11,M,casual wear,8,1,2,7,
cdf4cdb6-e92b-42df-816e-ac460122504b,Big Apple Boutique,female,18 to 24,Less than 5 feet,M,preppy,8,5,2,10,
7177bb8b-fc89-4b62-823b-ac460122504b,Online,transgender,35 to 44,5 feet to 5-foot-3,M,preppy,6,3,8,5,
0d8120c0-fdad-4005-831e-ac460122504b,Online,other,45 to 54,5-foot-8 to 5-foot-11,S,preppy,9,3,0,6,
616b45c5-a02c-43da-83be-ac460122504b,Big Apple Boutique,other,18 to 24,6-foot-4 +,XS,street wear,1,8,5,0,
85721a8f-1301-4272-85fd-ac460122504b,Golden State Boutique,female,18 to 24,Less than 5 feet,M,oversized,5,2,10,2,
cf068942-7675-4fa3-8645-ac460122504b,Atlantic Avenue Apparel,female,45 to 54,6-foot-4 +,XL,street wear,6,10,6,9,
ce8134b1-b18b-4d5a-86a1-ac460122504b,Golden State Boutique,transgender,18 to 24,5 feet to 5-foot-3,L,oversized,9,6,4,4,
87608df5-226d-4530-8720-ac460122504b,Pacific Style Spot,transgender,18 to 24,6-foot-4 +,XL,street wear,3,10,2,6,
5af4c7d9-8631-43fa-8730-ac460122504b,Atlantic Avenue Apparel,transgender,45 to 54,6-foot-4 +,XL,sports wear,8,1,4,6,
cb7ecb11-42c0-491b-87dd-ac460122504b,Pacific Style Spot,male,55 to 64,6-foot-4 +,M,casual wear,4,0,2,3,
d99e45a4-77cc-4471-8816-ac460122504b,Big Apple Boutique,transgender,35 to 44,5 feet to 5-foot-3,XL,oversized,8,7,9,4,
0d299b50-871a-4baf-8863-ac460122504b,Big Apple Boutique,transgender,45 to 54,6-foot to 6-foot-3,XS,preppy,2,7,6,4,
65614a32-c007-40ae-88ff-ac460122504b,Big Apple Boutique,female,65+,6-foot-4 +,XL,casual wear,6,4,6,3,
154a2a74-706d-4d0f-8a6c-ac460122504b,Online,male,65+,6-foot to 6-foot-3,XS,preppy,8,4,4,3,
